Date: 03-10-2024
Pixel-Space Post-Training of Latent Diffusion Models, 11
Reducing the Footprint of Multi-Vector Retrieval with Minimal Performance Impact via Token Pooling, 7
Instruction Following without Instruction Tuning, 4
Robot See Robot Do: Imitating Articulated Object Manipulation with Monocular 4D Reconstruction, 4
Disco4D: Disentangled 4D Human Generation and Animation from a Single Image, 4
The Imperative of Conversation Analysis in the Era of LLMs: A Survey of Tasks, Techniques, and Trends, 3
Enhancing Structured-Data Retrieval with GraphRAG: Soccer Data Case Study, 2

Date: 26-09-2024
Paper Title,Upvotes
Molmo and PixMo: Open Weights and Open Data for State-of-the-Art Multimodal Models,41
Programming Every Example: Lifting Pre-training Data Quality like Experts at Scale,36
Boosting Healthcare LLMs Through Retrieved Context,13
AIM 2024 Sparse Neural Rendering Challenge: Dataset and Benchmark,7
Synchronize Dual Hands for Physics-Based Dexterous Guitar Playing,7
DreamWaltz-G: Expressive 3D Gaussian Avatars from Skeleton-Guided 2D Diffusion,6
NoTeeline: Supporting Real-Time Notetaking from Keypoints with Large Language Models,3
Degradation-Guided One-Step Image Super-Resolution with Diffusion Priors,3
Game4Loc: A UAV Geo-Localization Benchmark from Game Data,2
TalkinNeRF: Animatable Neural Fields for Full-Body Talking Humans,1
HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,1
Self-Supervised Any-Point Tracking by Contrastive Random Walks,1

Date: 25-09-2024
Paper Title,Upvotes
HelloBench: Evaluating Long Text Generation Capabilities of Large Language Models, 28
MIMO: Controllable Character Video Synthesis with Spatial Decomposed Modeling, 21
Making Text Embedders Few-Shot Learners, 18
OmniBench: Towards The Future of Universal Omni-Language Models, 17
Present and Future Generalization of Synthetic Image Detectors, 15
MonoFormer: One Transformer for Both Diffusion and Autoregression, 13
Seeing Faces in Things: A Model and Dataset for Pareidolia, 11
EuroLLM: Multilingual Language Models for Europe, 10
MaskBit: Embedding-free Image Generation via Bit Tokens, 8
Gen2Act: Human Video Generation in Novel Scenarios enables Generalizable Robot Manipulation, 6
Improvements to SDXL in NovelAI Diffusion V3, 5
Reward-Robust RLHF in LLMs, 4


Date: 24-09-2024
Paper Title,Upvotes
RACER: Rich Language-Guided Failure Recovery Policies for Imitation Learning,22
A Preliminary Study of o1 in Medicine: Are We Closer to an AI Doctor?,20
PixWizard: Versatile Image-to-Image Visual Assistant with Open-Language Instructions,18
Phantom of Latent for Large Language and Vision Models,17
Beyond Fine-tuning: Unleashing the Potential of Continuous Pretraining for Clinical LLMs,16
Reflecting Reality: Enabling Diffusion Models to Produce Faithful Mirror Reflections,9
Style over Substance: Failure Modes of LLM Judges in Alignment Benchmarking,7
An adapted large language model facilitates multiple medical tasks in diabetes care,6
MaterialFusion: Enhancing Inverse Rendering with Material Diffusion Priors,6
Zero-shot Cross-lingual Voice Transfer for TTS,5
MaskedMimic: Unified Physics-Based Character Control Through Masked Motion Inpainting,4
A Case Study of Web App Coding with OpenAI Reasoning Models,3 
